month,mage,child_gender,mrace,birth_count
2016-12,45  -  49,F,INDIANS,2
2016-12,45  -  49,M,INDIANS,1
2017-01,15  -  19,F,CHINESE,3
2017-01,15  -  19,M,CHINESE,3
2017-01,15  -  19,F,INDIANS,4
2017-01,15  -  19,M,INDIANS,3
2017-01,15  -  19,F,MALAYS,7
2017-01,15  -  19,M,MALAYS,11
2017-01,15  -  19,F,OTHERS,1
2017-01,15  -  19,M,OTHERS,1
2017-01,20  -  24,F,CHINESE,27
2017-01,20  -  24,M,CHINESE,32
2017-01,20  -  24,F,INDIANS,9
2017-01,20  -  24,M,INDIANS,7
2017-01,20  -  24,F,MALAYS,36
2017-01,20  -  24,M,MALAYS,49
2017-01,20  -  24,F,OTHERS,9
2017-01,20  -  24,M,OTHERS,13
2017-01,25  -  29,F,CHINESE,212
2017-01,25  -  29,M,CHINESE,241
2017-01,25  -  29,F,INDIANS,39
2017-01,25  -  29,M,INDIANS,43
2017-01,25  -  29,F,MALAYS,121
2017-01,25  -  29,M,MALAYS,149
2017-01,25  -  29,F,OTHERS,38
2017-01,25  -  29,M,OTHERS,54
2017-01,30  -  34,F,CHINESE,427
2017-01,30  -  34,M,CHINESE,424
2017-01,30  -  34,F,INDIANS,75
2017-01,30  -  34,M,INDIANS,74
2017-01,30  -  34,F,MALAYS,99
2017-01,30  -  34,M,MALAYS,117
2017-01,30  -  34,F,OTHERS,76
2017-01,30  -  34,M,OTHERS,85
2017-01,35  -  39,F,CHINESE,256
2017-01,35  -  39,M,CHINESE,256
2017-01,35  -  39,F,INDIANS,28
2017-01,35  -  39,M,INDIANS,20
2017-01,35  -  39,F,MALAYS,32
2017-01,35  -  39,M,MALAYS,47
2017-01,35  -  39,F,OTHERS,62
2017-01,35  -  39,M,OTHERS,49
2017-01,40  -  44,F,CHINESE,38
2017-01,40  -  44,M,CHINESE,42
2017-01,40  -  44,F,INDIANS,4
2017-01,40  -  44,M,INDIANS,7
2017-01,40  -  44,F,MALAYS,7
2017-01,40  -  44,M,MALAYS,4
2017-01,40  -  44,F,OTHERS,16
2017-01,40  -  44,M,OTHERS,20
2017-01,45  -  49,F,CHINESE,3
2017-01,45  -  49,F,MALAYS,1
2017-01,45  -  49,F,OTHERS,1
2017-01,45  -  49,M,OTHERS,2
2017-02,15  -  19,F,CHINESE,2
2017-02,15  -  19,M,CHINESE,4
2017-02,15  -  19,F,INDIANS,1
2017-02,15  -  19,M,INDIANS,1
2017-02,15  -  19,F,MALAYS,2
2017-02,15  -  19,M,MALAYS,7
2017-02,15  -  19,F,OTHERS,1
2017-02,20  -  24,F,CHINESE,39
2017-02,20  -  24,M,CHINESE,25
2017-02,20  -  24,F,INDIANS,5
2017-02,20  -  24,M,INDIANS,8
2017-02,20  -  24,F,MALAYS,24
2017-02,20  -  24,M,MALAYS,30
2017-02,20  -  24,F,OTHERS,10
2017-02,20  -  24,M,OTHERS,9
2017-02,25  -  29,F,CHINESE,177
2017-02,25  -  29,M,CHINESE,208
2017-02,25  -  29,F,INDIANS,31
2017-02,25  -  29,M,INDIANS,40
2017-02,25  -  29,F,MALAYS,89
2017-02,25  -  29,M,MALAYS,126
2017-02,25  -  29,F,OTHERS,32
2017-02,25  -  29,M,OTHERS,31
2017-02,30  -  34,F,CHINESE,409
2017-02,30  -  34,M,CHINESE,415
2017-02,30  -  34,F,INDIANS,66
2017-02,30  -  34,M,INDIANS,75
2017-02,30  -  34,F,MALAYS,83
2017-02,30  -  34,M,MALAYS,104
2017-02,30  -  34,F,OTHERS,78
2017-02,30  -  34,M,OTHERS,95
2017-02,35  -  39,F,CHINESE,213
2017-02,35  -  39,M,CHINESE,243
2017-02,35  -  39,F,INDIANS,21
2017-02,35  -  39,M,INDIANS,23
2017-02,35  -  39,F,MALAYS,32
2017-02,35  -  39,M,MALAYS,24
2017-02,35  -  39,F,OTHERS,53
2017-02,35  -  39,M,OTHERS,46
2017-02,40  -  44,F,CHINESE,37
2017-02,40  -  44,M,CHINESE,46
2017-02,40  -  44,F,INDIANS,4
2017-02,40  -  44,M,INDIANS,4
2017-02,40  -  44,F,MALAYS,3
2017-02,40  -  44,M,MALAYS,6
2017-02,40  -  44,F,OTHERS,11
2017-02,40  -  44,M,OTHERS,20
2017-02,45  -  49,F,CHINESE,5
2017-02,45  -  49,F,MALAYS,1
2017-02,45  -  49,F,OTHERS,1
2017-03,15  -  19,F,CHINESE,4
2017-03,15  -  19,M,CHINESE,3
2017-03,15  -  19,F,INDIANS,1
2017-03,15  -  19,M,INDIANS,1
2017-03,15  -  19,F,MALAYS,5
2017-03,15  -  19,M,MALAYS,6
2017-03,15  -  19,F,OTHERS,1
2017-03,15  -  19,M,OTHERS,1
2017-03,20  -  24,F,CHINESE,33
2017-03,20  -  24,M,CHINESE,29
2017-03,20  -  24,F,INDIANS,9
2017-03,20  -  24,M,INDIANS,12
2017-03,20  -  24,F,MALAYS,24
2017-03,20  -  24,M,MALAYS,42
2017-03,20  -  24,F,OTHERS,11
2017-03,20  -  24,M,OTHERS,12
2017-03,25  -  29,F,CHINESE,222
2017-03,25  -  29,M,CHINESE,226
2017-03,25  -  29,F,INDIANS,41
2017-03,25  -  29,M,INDIANS,41
2017-03,25  -  29,F,MALAYS,123
2017-03,25  -  29,M,MALAYS,121
2017-03,25  -  29,F,OTHERS,44
2017-03,25  -  29,M,OTHERS,45
2017-03,30  -  34,F,CHINESE,473
2017-03,30  -  34,M,CHINESE,443
2017-03,30  -  34,F,INDIANS,69
2017-03,30  -  34,M,INDIANS,67
2017-03,30  -  34,F,MALAYS,76
2017-03,30  -  34,M,MALAYS,108
2017-03,30  -  34,F,OTHERS,96
2017-03,30  -  34,M,OTHERS,101
2017-03,35  -  39,F,CHINESE,207
2017-03,35  -  39,M,CHINESE,275
2017-03,35  -  39,F,INDIANS,26
2017-03,35  -  39,M,INDIANS,23
2017-03,35  -  39,F,MALAYS,37
2017-03,35  -  39,M,MALAYS,38
2017-03,35  -  39,F,OTHERS,58
2017-03,35  -  39,M,OTHERS,59
2017-03,40  -  44,F,CHINESE,48
2017-03,40  -  44,M,CHINESE,51
2017-03,40  -  44,F,INDIANS,9
2017-03,40  -  44,M,INDIANS,4
2017-03,40  -  44,F,MALAYS,10
2017-03,40  -  44,M,MALAYS,11
2017-03,40  -  44,F,OTHERS,12
2017-03,40  -  44,M,OTHERS,17
2017-03,45  -  49,F,CHINESE,2
2017-03,45  -  49,M,CHINESE,6
2017-03,45  -  49,F,INDIANS,1
2017-03,45  -  49,M,INDIANS,2
2017-03,50  -  54,F,CHINESE,1
2017-03,Under 15,F,MALAYS,1
2017-03,Under 15,M,MALAYS,1
2017-04,15  -  19,F,CHINESE,2
2017-04,15  -  19,M,CHINESE,4
2017-04,15  -  19,M,INDIANS,1
2017-04,15  -  19,F,MALAYS,6
2017-04,15  -  19,M,MALAYS,7
2017-04,15  -  19,F,OTHERS,1
2017-04,20  -  24,F,CHINESE,28
2017-04,20  -  24,M,CHINESE,21
2017-04,20  -  24,F,INDIANS,4
2017-04,20  -  24,M,INDIANS,9
2017-04,20  -  24,F,MALAYS,41
2017-04,20  -  24,M,MALAYS,24
2017-04,20  -  24,F,OTHERS,13
2017-04,20  -  24,M,OTHERS,5
2017-04,25  -  29,F,CHINESE,185
2017-04,25  -  29,M,CHINESE,228
2017-04,25  -  29,F,INDIANS,43
2017-04,25  -  29,M,INDIANS,45
2017-04,25  -  29,F,MALAYS,126
2017-04,25  -  29,M,MALAYS,129
2017-04,25  -  29,F,OTHERS,39
2017-04,25  -  29,M,OTHERS,42
2017-04,30  -  34,F,CHINESE,383
2017-04,30  -  34,M,CHINESE,391
2017-04,30  -  34,F,INDIANS,61
2017-04,30  -  34,M,INDIANS,66
2017-04,30  -  34,F,MALAYS,93
2017-04,30  -  34,M,MALAYS,93
2017-04,30  -  34,F,OTHERS,89
2017-04,30  -  34,M,OTHERS,74
2017-04,35  -  39,F,CHINESE,213
2017-04,35  -  39,M,CHINESE,234
2017-04,35  -  39,F,INDIANS,41
2017-04,35  -  39,M,INDIANS,22
2017-04,35  -  39,F,MALAYS,44
2017-04,35  -  39,M,MALAYS,45
2017-04,35  -  39,F,OTHERS,61
2017-04,35  -  39,M,OTHERS,67
2017-04,40  -  44,F,CHINESE,42
2017-04,40  -  44,M,CHINESE,35
2017-04,40  -  44,F,INDIANS,5
2017-04,40  -  44,M,INDIANS,5
2017-04,40  -  44,F,MALAYS,14
2017-04,40  -  44,M,MALAYS,9
2017-04,40  -  44,F,OTHERS,8
2017-04,40  -  44,M,OTHERS,17
2017-04,45  -  49,F,CHINESE,2
2017-04,45  -  49,M,CHINESE,3
2017-04,Under 15,F,MALAYS,1
2017-05,15  -  19,F,CHINESE,3
2017-05,15  -  19,M,CHINESE,1
2017-05,15  -  19,F,INDIANS,3
2017-05,15  -  19,F,MALAYS,10
2017-05,15  -  19,M,MALAYS,2
2017-05,15  -  19,F,OTHERS,2
2017-05,15  -  19,M,OTHERS,2
2017-05,20  -  24,F,CHINESE,25
2017-05,20  -  24,M,CHINESE,26
2017-05,20  -  24,F,INDIANS,13
2017-05,20  -  24,M,INDIANS,8
2017-05,20  -  24,F,MALAYS,35
2017-05,20  -  24,M,MALAYS,37
2017-05,20  -  24,F,OTHERS,7
2017-05,20  -  24,M,OTHERS,10
2017-05,25  -  29,F,CHINESE,187
2017-05,25  -  29,M,CHINESE,216
2017-05,25  -  29,F,INDIANS,34
2017-05,25  -  29,M,INDIANS,38
2017-05,25  -  29,F,MALAYS,128
2017-05,25  -  29,M,MALAYS,108
2017-05,25  -  29,F,OTHERS,33
2017-05,25  -  29,M,OTHERS,43
2017-05,30  -  34,F,CHINESE,368
2017-05,30  -  34,M,CHINESE,412
2017-05,30  -  34,F,INDIANS,70
2017-05,30  -  34,M,INDIANS,61
2017-05,30  -  34,F,MALAYS,102
2017-05,30  -  34,M,MALAYS,108
2017-05,30  -  34,F,OTHERS,83
2017-05,30  -  34,M,OTHERS,87
2017-05,35  -  39,F,CHINESE,263
2017-05,35  -  39,M,CHINESE,226
2017-05,35  -  39,F,INDIANS,33
2017-05,35  -  39,M,INDIANS,36
2017-05,35  -  39,F,MALAYS,50
2017-05,35  -  39,M,MALAYS,44
2017-05,35  -  39,F,OTHERS,68
2017-05,35  -  39,M,OTHERS,59
2017-05,40  -  44,F,CHINESE,32
2017-05,40  -  44,M,CHINESE,48
2017-05,40  -  44,F,INDIANS,4
2017-05,40  -  44,M,INDIANS,9
2017-05,40  -  44,F,MALAYS,7
2017-05,40  -  44,M,MALAYS,9
2017-05,40  -  44,F,OTHERS,11
2017-05,40  -  44,M,OTHERS,10
2017-05,45  -  49,F,CHINESE,2
2017-05,45  -  49,M,CHINESE,6
2017-05,45  -  49,F,OTHERS,1
2017-05,45  -  49,M,OTHERS,1
2017-05,Under 15,M,CHINESE,1
2017-06,15  -  19,F,CHINESE,2
2017-06,15  -  19,M,CHINESE,7
2017-06,15  -  19,F,INDIANS,2
2017-06,15  -  19,M,INDIANS,1
2017-06,15  -  19,F,MALAYS,8
2017-06,15  -  19,M,MALAYS,10
2017-06,20  -  24,F,CHINESE,33
2017-06,20  -  24,M,CHINESE,29
2017-06,20  -  24,F,INDIANS,11
2017-06,20  -  24,M,INDIANS,8
2017-06,20  -  24,F,MALAYS,33
2017-06,20  -  24,M,MALAYS,34
2017-06,20  -  24,F,OTHERS,14
2017-06,20  -  24,M,OTHERS,8
2017-06,25  -  29,F,CHINESE,180
2017-06,25  -  29,M,CHINESE,212
2017-06,25  -  29,F,INDIANS,52
2017-06,25  -  29,M,INDIANS,44
2017-06,25  -  29,F,MALAYS,104
2017-06,25  -  29,M,MALAYS,118
2017-06,25  -  29,F,OTHERS,36
2017-06,25  -  29,M,OTHERS,43
2017-06,30  -  34,F,CHINESE,377
2017-06,30  -  34,M,CHINESE,387
2017-06,30  -  34,F,INDIANS,82
2017-06,30  -  34,M,INDIANS,68
2017-06,30  -  34,F,MALAYS,101
2017-06,30  -  34,M,MALAYS,94
2017-06,30  -  34,F,OTHERS,63
2017-06,30  -  34,M,OTHERS,85
2017-06,35  -  39,F,CHINESE,224
2017-06,35  -  39,M,CHINESE,246
2017-06,35  -  39,F,INDIANS,30
2017-06,35  -  39,M,INDIANS,31
2017-06,35  -  39,F,MALAYS,49
2017-06,35  -  39,M,MALAYS,45
2017-06,35  -  39,F,OTHERS,48
2017-06,35  -  39,M,OTHERS,66
2017-06,40  -  44,F,CHINESE,51
2017-06,40  -  44,M,CHINESE,45
2017-06,40  -  44,F,INDIANS,8
2017-06,40  -  44,M,INDIANS,6
2017-06,40  -  44,F,MALAYS,6
2017-06,40  -  44,M,MALAYS,6
2017-06,40  -  44,F,OTHERS,12
2017-06,40  -  44,M,OTHERS,10
2017-06,45  -  49,F,CHINESE,1
2017-06,45  -  49,M,CHINESE,3
2017-06,45  -  49,F,MALAYS,2
2017-06,45  -  49,F,OTHERS,2
2017-07,15  -  19,F,CHINESE,5
2017-07,15  -  19,M,CHINESE,2
2017-07,15  -  19,F,INDIANS,2
2017-07,15  -  19,M,INDIANS,4
2017-07,15  -  19,F,MALAYS,4
2017-07,15  -  19,M,MALAYS,6
2017-07,15  -  19,M,OTHERS,1
2017-07,20  -  24,F,CHINESE,34
2017-07,20  -  24,M,CHINESE,22
2017-07,20  -  24,F,INDIANS,9
2017-07,20  -  24,M,INDIANS,9
2017-07,20  -  24,F,MALAYS,35
2017-07,20  -  24,M,MALAYS,36
2017-07,20  -  24,F,OTHERS,11
2017-07,20  -  24,M,OTHERS,17
2017-07,25  -  29,F,CHINESE,236
2017-07,25  -  29,M,CHINESE,220
2017-07,25  -  29,F,INDIANS,34
2017-07,25  -  29,M,INDIANS,47
2017-07,25  -  29,F,MALAYS,135
2017-07,25  -  29,M,MALAYS,124
2017-07,25  -  29,F,OTHERS,34
2017-07,25  -  29,M,OTHERS,36
2017-07,30  -  34,F,CHINESE,400
2017-07,30  -  34,M,CHINESE,426
2017-07,30  -  34,F,INDIANS,58
2017-07,30  -  34,M,INDIANS,85
2017-07,30  -  34,F,MALAYS,111
2017-07,30  -  34,M,MALAYS,120
2017-07,30  -  34,F,OTHERS,84
2017-07,30  -  34,M,OTHERS,67
2017-07,35  -  39,F,CHINESE,229
2017-07,35  -  39,M,CHINESE,255
2017-07,35  -  39,F,INDIANS,23
2017-07,35  -  39,M,INDIANS,34
2017-07,35  -  39,F,MALAYS,51
2017-07,35  -  39,M,MALAYS,47
2017-07,35  -  39,F,OTHERS,47
2017-07,35  -  39,M,OTHERS,58
2017-07,40  -  44,F,CHINESE,57
2017-07,40  -  44,M,CHINESE,51
2017-07,40  -  44,F,INDIANS,5
2017-07,40  -  44,M,INDIANS,2
2017-07,40  -  44,F,MALAYS,7
2017-07,40  -  44,M,MALAYS,7
2017-07,40  -  44,F,OTHERS,17
2017-07,40  -  44,M,OTHERS,8
2017-07,45  -  49,F,CHINESE,2
2017-07,45  -  49,M,CHINESE,4
2017-07,45  -  49,M,MALAYS,2
2017-07,45  -  49,F,OTHERS,1
2017-07,50  -  54,F,OTHERS,1
2017-07,Under 15,M,MALAYS,1
2017-08,15  -  19,F,CHINESE,4
2017-08,15  -  19,M,CHINESE,5
2017-08,15  -  19,F,INDIANS,1
2017-08,15  -  19,F,MALAYS,5
2017-08,15  -  19,M,MALAYS,7
2017-08,15  -  19,F,OTHERS,1
2017-08,15  -  19,M,OTHERS,3
2017-08,20  -  24,F,CHINESE,29
2017-08,20  -  24,M,CHINESE,30
2017-08,20  -  24,F,INDIANS,7
2017-08,20  -  24,M,INDIANS,12
2017-08,20  -  24,F,MALAYS,34
2017-08,20  -  24,M,MALAYS,35
2017-08,20  -  24,F,OTHERS,10
2017-08,20  -  24,M,OTHERS,5
2017-08,25  -  29,F,CHINESE,230
2017-08,25  -  29,M,CHINESE,225
2017-08,25  -  29,F,INDIANS,44
2017-08,25  -  29,M,INDIANS,48
2017-08,25  -  29,F,MALAYS,136
2017-08,25  -  29,M,MALAYS,150
2017-08,25  -  29,F,OTHERS,40
2017-08,25  -  29,M,OTHERS,39
2017-08,30  -  34,F,CHINESE,412
2017-08,30  -  34,M,CHINESE,430
2017-08,30  -  34,F,INDIANS,85
2017-08,30  -  34,M,INDIANS,76
2017-08,30  -  34,F,MALAYS,117
2017-08,30  -  34,M,MALAYS,117
2017-08,30  -  34,F,OTHERS,69
2017-08,30  -  34,M,OTHERS,86
2017-08,35  -  39,F,CHINESE,235
2017-08,35  -  39,M,CHINESE,266
2017-08,35  -  39,F,INDIANS,27
2017-08,35  -  39,M,INDIANS,29
2017-08,35  -  39,F,MALAYS,35
2017-08,35  -  39,M,MALAYS,54
2017-08,35  -  39,F,OTHERS,72
2017-08,35  -  39,M,OTHERS,56
2017-08,40  -  44,F,CHINESE,44
2017-08,40  -  44,M,CHINESE,42
2017-08,40  -  44,F,INDIANS,5
2017-08,40  -  44,M,INDIANS,2
2017-08,40  -  44,F,MALAYS,6
2017-08,40  -  44,M,MALAYS,11
2017-08,40  -  44,F,OTHERS,15
2017-08,40  -  44,M,OTHERS,15
2017-08,45  -  49,F,CHINESE,2
2017-08,45  -  49,M,CHINESE,3
2017-08,45  -  49,F,MALAYS,2
2017-08,45  -  49,M,OTHERS,1
2017-08,50  -  54,F,CHINESE,2
2017-08,50  -  54,M,CHINESE,1
2017-09,15  -  19,F,CHINESE,6
2017-09,15  -  19,M,CHINESE,3
2017-09,15  -  19,F,INDIANS,1
2017-09,15  -  19,M,INDIANS,1
2017-09,15  -  19,F,MALAYS,3
2017-09,15  -  19,M,MALAYS,6
2017-09,15  -  19,M,OTHERS,1
2017-09,20  -  24,F,CHINESE,28
2017-09,20  -  24,M,CHINESE,40
2017-09,20  -  24,F,INDIANS,12
2017-09,20  -  24,M,INDIANS,10
2017-09,20  -  24,F,MALAYS,23
2017-09,20  -  24,M,MALAYS,36
2017-09,20  -  24,F,OTHERS,5
2017-09,20  -  24,M,OTHERS,9
2017-09,25  -  29,F,CHINESE,221
2017-09,25  -  29,M,CHINESE,233
2017-09,25  -  29,F,INDIANS,38
2017-09,25  -  29,M,INDIANS,42
2017-09,25  -  29,F,MALAYS,112
2017-09,25  -  29,M,MALAYS,153
2017-09,25  -  29,F,OTHERS,41
2017-09,25  -  29,M,OTHERS,48
2017-09,30  -  34,F,CHINESE,449
2017-09,30  -  34,M,CHINESE,432
2017-09,30  -  34,F,INDIANS,70
2017-09,30  -  34,M,INDIANS,83
2017-09,30  -  34,F,MALAYS,93
2017-09,30  -  34,M,MALAYS,112
2017-09,30  -  34,F,OTHERS,91
2017-09,30  -  34,M,OTHERS,106
2017-09,35  -  39,F,CHINESE,222
2017-09,35  -  39,M,CHINESE,283
2017-09,35  -  39,F,INDIANS,30
2017-09,35  -  39,M,INDIANS,40
2017-09,35  -  39,F,MALAYS,41
2017-09,35  -  39,M,MALAYS,44
2017-09,35  -  39,F,OTHERS,52
2017-09,35  -  39,M,OTHERS,65
2017-09,40  -  44,F,CHINESE,49
2017-09,40  -  44,M,CHINESE,42
2017-09,40  -  44,F,INDIANS,6
2017-09,40  -  44,M,INDIANS,4
2017-09,40  -  44,F,MALAYS,6
2017-09,40  -  44,M,MALAYS,6
2017-09,40  -  44,F,OTHERS,6
2017-09,40  -  44,M,OTHERS,16
2017-09,45  -  49,F,CHINESE,2
2017-09,45  -  49,F,OTHERS,1
2017-10,15  -  19,F,CHINESE,4
2017-10,15  -  19,M,CHINESE,10
2017-10,15  -  19,F,INDIANS,3
2017-10,15  -  19,F,MALAYS,6
2017-10,15  -  19,M,MALAYS,4
2017-10,20  -  24,F,CHINESE,36
2017-10,20  -  24,M,CHINESE,31
2017-10,20  -  24,F,INDIANS,12
2017-10,20  -  24,M,INDIANS,13
2017-10,20  -  24,F,MALAYS,31
2017-10,20  -  24,M,MALAYS,26
2017-10,20  -  24,F,OTHERS,17
2017-10,20  -  24,M,OTHERS,16
2017-10,25  -  29,F,CHINESE,250
2017-10,25  -  29,M,CHINESE,233
2017-10,25  -  29,F,INDIANS,41
2017-10,25  -  29,M,INDIANS,45
2017-10,25  -  29,F,MALAYS,132
2017-10,25  -  29,M,MALAYS,123
2017-10,25  -  29,F,OTHERS,37
2017-10,25  -  29,M,OTHERS,45
2017-10,30  -  34,F,CHINESE,438
2017-10,30  -  34,M,CHINESE,448
2017-10,30  -  34,F,INDIANS,77
2017-10,30  -  34,M,INDIANS,62
2017-10,30  -  34,F,MALAYS,103
2017-10,30  -  34,M,MALAYS,119
2017-10,30  -  34,F,OTHERS,78
2017-10,30  -  34,M,OTHERS,103
2017-10,35  -  39,F,CHINESE,242
2017-10,35  -  39,M,CHINESE,276
2017-10,35  -  39,F,INDIANS,35
2017-10,35  -  39,M,INDIANS,33
2017-10,35  -  39,F,MALAYS,46
2017-10,35  -  39,M,MALAYS,43
2017-10,35  -  39,F,OTHERS,60
2017-10,35  -  39,M,OTHERS,59
2017-10,40  -  44,F,CHINESE,48
2017-10,40  -  44,M,CHINESE,44
2017-10,40  -  44,F,INDIANS,5
2017-10,40  -  44,M,INDIANS,4
2017-10,40  -  44,F,MALAYS,6
2017-10,40  -  44,M,MALAYS,9
2017-10,40  -  44,F,OTHERS,8
2017-10,40  -  44,M,OTHERS,13
2017-10,45  -  49,F,CHINESE,1
2017-10,45  -  49,M,CHINESE,4
2017-10,45  -  49,M,OTHERS,1
2017-10,50  -  54,M,CHINESE,1
2017-10,Under 15,F,CHINESE,1
2017-10,Under 15,M,INDIANS,1
2017-11,15  -  19,F,CHINESE,3
2017-11,15  -  19,M,CHINESE,4
2017-11,15  -  19,F,MALAYS,7
2017-11,15  -  19,M,MALAYS,10
2017-11,15  -  19,F,OTHERS,1
2017-11,15  -  19,M,OTHERS,1
2017-11,20  -  24,F,CHINESE,24
2017-11,20  -  24,M,CHINESE,29
2017-11,20  -  24,F,INDIANS,12
2017-11,20  -  24,M,INDIANS,13
2017-11,20  -  24,F,MALAYS,46
2017-11,20  -  24,M,MALAYS,42
2017-11,20  -  24,F,OTHERS,5
2017-11,20  -  24,M,OTHERS,7
2017-11,25  -  29,F,CHINESE,230
2017-11,25  -  29,M,CHINESE,244
2017-11,25  -  29,F,INDIANS,41
2017-11,25  -  29,M,INDIANS,36
2017-11,25  -  29,F,MALAYS,125
2017-11,25  -  29,M,MALAYS,140
2017-11,25  -  29,F,OTHERS,35
2017-11,25  -  29,M,OTHERS,46
2017-11,30  -  34,F,CHINESE,388
2017-11,30  -  34,M,CHINESE,437
2017-11,30  -  34,F,INDIANS,67
2017-11,30  -  34,M,INDIANS,86
2017-11,30  -  34,F,MALAYS,125
2017-11,30  -  34,M,MALAYS,97
2017-11,30  -  34,F,OTHERS,86
2017-11,30  -  34,M,OTHERS,85
2017-11,35  -  39,F,CHINESE,236
2017-11,35  -  39,M,CHINESE,273
2017-11,35  -  39,F,INDIANS,36
2017-11,35  -  39,M,INDIANS,42
2017-11,35  -  39,F,MALAYS,40
2017-11,35  -  39,M,MALAYS,48
2017-11,35  -  39,F,OTHERS,56
2017-11,35  -  39,M,OTHERS,65
2017-11,40  -  44,F,CHINESE,43
2017-11,40  -  44,M,CHINESE,44
2017-11,40  -  44,F,INDIANS,5
2017-11,40  -  44,M,INDIANS,3
2017-11,40  -  44,F,MALAYS,11
2017-11,40  -  44,M,MALAYS,12
2017-11,40  -  44,F,OTHERS,12
2017-11,40  -  44,M,OTHERS,14
2017-11,45  -  49,F,CHINESE,1
2017-11,45  -  49,M,CHINESE,1
2017-11,45  -  49,M,INDIANS,1
2017-11,45  -  49,F,MALAYS,2
2017-11,45  -  49,M,MALAYS,1
2017-12,15  -  19,F,CHINESE,3
2017-12,15  -  19,M,CHINESE,6
2017-12,15  -  19,M,INDIANS,2
2017-12,15  -  19,F,MALAYS,9
2017-12,15  -  19,M,MALAYS,10
2017-12,15  -  19,M,OTHERS,1
2017-12,20  -  24,F,CHINESE,29
2017-12,20  -  24,M,CHINESE,29
2017-12,20  -  24,F,INDIANS,10
2017-12,20  -  24,M,INDIANS,11
2017-12,20  -  24,F,MALAYS,35
2017-12,20  -  24,M,MALAYS,37
2017-12,20  -  24,F,OTHERS,8
2017-12,20  -  24,M,OTHERS,14
2017-12,25  -  29,F,CHINESE,191
2017-12,25  -  29,M,CHINESE,238
2017-12,25  -  29,F,INDIANS,50
2017-12,25  -  29,M,INDIANS,47
2017-12,25  -  29,F,MALAYS,105
2017-12,25  -  29,M,MALAYS,133
2017-12,25  -  29,F,OTHERS,36
2017-12,25  -  29,M,OTHERS,40
2017-12,30  -  34,F,CHINESE,407
2017-12,30  -  34,M,CHINESE,386
2017-12,30  -  34,F,INDIANS,82
2017-12,30  -  34,M,INDIANS,83
2017-12,30  -  34,F,MALAYS,82
2017-12,30  -  34,M,MALAYS,110
2017-12,30  -  34,F,OTHERS,76
2017-12,30  -  34,M,OTHERS,77
2017-12,35  -  39,F,CHINESE,242
2017-12,35  -  39,M,CHINESE,253
2017-12,35  -  39,F,INDIANS,47
2017-12,35  -  39,M,INDIANS,43
2017-12,35  -  39,F,MALAYS,49
2017-12,35  -  39,M,MALAYS,49
2017-12,35  -  39,F,OTHERS,46
2017-12,35  -  39,M,OTHERS,76
2017-12,40  -  44,F,CHINESE,39
2017-12,40  -  44,M,CHINESE,52
2017-12,40  -  44,F,INDIANS,11
2017-12,40  -  44,M,INDIANS,3
2017-12,40  -  44,F,MALAYS,8
2017-12,40  -  44,M,MALAYS,14
2017-12,40  -  44,F,OTHERS,18
2017-12,40  -  44,M,OTHERS,12
2017-12,45  -  49,F,CHINESE,3
2017-12,45  -  49,M,CHINESE,1
