month,mage,child_gender,mrace,birth_count
2017-12,45  -  49,F,INDIANS,1
2017-12,45  -  49,M,INDIANS,1
2017-12,45  -  49,M,MALAYS,1
2017-12,45  -  49,F,OTHERS,1
2017-12,Under 15,F,MALAYS,1
2018-01,15  -  19,F,CHINESE,1
2018-01,15  -  19,M,CHINESE,2
2018-01,15  -  19,F,INDIANS,1
2018-01,15  -  19,M,INDIANS,1
2018-01,15  -  19,F,MALAYS,8
2018-01,15  -  19,M,MALAYS,6
2018-01,15  -  19,F,OTHERS,1
2018-01,15  -  19,M,OTHERS,1
2018-01,20  -  24,F,CHINESE,37
2018-01,20  -  24,M,CHINESE,34
2018-01,20  -  24,F,INDIANS,12
2018-01,20  -  24,M,INDIANS,6
2018-01,20  -  24,F,MALAYS,24
2018-01,20  -  24,M,MALAYS,32
2018-01,20  -  24,F,OTHERS,11
2018-01,20  -  24,M,OTHERS,14
2018-01,25  -  29,F,CHINESE,182
2018-01,25  -  29,M,CHINESE,210
2018-01,25  -  29,F,INDIANS,47
2018-01,25  -  29,M,INDIANS,59
2018-01,25  -  29,F,MALAYS,131
2018-01,25  -  29,M,MALAYS,132
2018-01,25  -  29,F,OTHERS,45
2018-01,25  -  29,M,OTHERS,41
2018-01,30  -  34,F,CHINESE,429
2018-01,30  -  34,M,CHINESE,426
2018-01,30  -  34,F,INDIANS,61
2018-01,30  -  34,M,INDIANS,62
2018-01,30  -  34,F,MALAYS,96
2018-01,30  -  34,M,MALAYS,109
2018-01,30  -  34,F,OTHERS,86
2018-01,30  -  34,M,OTHERS,80
2018-01,35  -  39,F,CHINESE,267
2018-01,35  -  39,M,CHINESE,235
2018-01,35  -  39,F,INDIANS,39
2018-01,35  -  39,M,INDIANS,33
2018-01,35  -  39,F,MALAYS,41
2018-01,35  -  39,M,MALAYS,51
2018-01,35  -  39,F,OTHERS,51
2018-01,35  -  39,M,OTHERS,70
2018-01,40  -  44,F,CHINESE,29
2018-01,40  -  44,M,CHINESE,39
2018-01,40  -  44,F,INDIANS,7
2018-01,40  -  44,M,INDIANS,8
2018-01,40  -  44,F,MALAYS,11
2018-01,40  -  44,M,MALAYS,14
2018-01,40  -  44,F,OTHERS,11
2018-01,40  -  44,M,OTHERS,16
2018-01,45  -  49,F,CHINESE,1
2018-01,45  -  49,F,INDIANS,1
2018-01,45  -  49,F,MALAYS,2
2018-01,45  -  49,M,MALAYS,1
2018-01,45  -  49,F,OTHERS,1
2018-01,45  -  49,M,OTHERS,1
2018-02,15  -  19,F,CHINESE,4
2018-02,15  -  19,M,CHINESE,2
2018-02,15  -  19,F,INDIANS,3
2018-02,15  -  19,M,INDIANS,1
2018-02,15  -  19,F,MALAYS,4
2018-02,15  -  19,M,MALAYS,3
2018-02,20  -  24,F,CHINESE,25
2018-02,20  -  24,M,CHINESE,23
2018-02,20  -  24,F,INDIANS,12
2018-02,20  -  24,M,INDIANS,8
2018-02,20  -  24,F,MALAYS,30
2018-02,20  -  24,M,MALAYS,31
2018-02,20  -  24,F,OTHERS,6
2018-02,20  -  24,M,OTHERS,13
2018-02,25  -  29,F,CHINESE,190
2018-02,25  -  29,M,CHINESE,196
2018-02,25  -  29,F,INDIANS,35
2018-02,25  -  29,M,INDIANS,45
2018-02,25  -  29,F,MALAYS,105
2018-02,25  -  29,M,MALAYS,146
2018-02,25  -  29,F,OTHERS,30
2018-02,25  -  29,M,OTHERS,44
2018-02,30  -  34,F,CHINESE,364
2018-02,30  -  34,M,CHINESE,385
2018-02,30  -  34,F,INDIANS,65
2018-02,30  -  34,M,INDIANS,70
2018-02,30  -  34,F,MALAYS,80
2018-02,30  -  34,M,MALAYS,86
2018-02,30  -  34,F,OTHERS,58
2018-02,30  -  34,M,OTHERS,69
2018-02,35  -  39,F,CHINESE,194
2018-02,35  -  39,M,CHINESE,204
2018-02,35  -  39,F,INDIANS,32
2018-02,35  -  39,M,INDIANS,25
2018-02,35  -  39,F,MALAYS,33
2018-02,35  -  39,M,MALAYS,40
2018-02,35  -  39,F,OTHERS,52
2018-02,35  -  39,M,OTHERS,71
2018-02,40  -  44,F,CHINESE,42
2018-02,40  -  44,M,CHINESE,30
2018-02,40  -  44,F,INDIANS,9
2018-02,40  -  44,M,INDIANS,4
2018-02,40  -  44,F,MALAYS,6
2018-02,40  -  44,M,MALAYS,5
2018-02,40  -  44,F,OTHERS,17
2018-02,40  -  44,M,OTHERS,8
2018-02,45  -  49,F,CHINESE,6
2018-02,45  -  49,M,CHINESE,2
2018-02,45  -  49,M,INDIANS,1
2018-02,45  -  49,M,MALAYS,1
2018-03,15  -  19,F,CHINESE,4
2018-03,15  -  19,M,CHINESE,4
2018-03,15  -  19,F,INDIANS,1
2018-03,15  -  19,M,INDIANS,1
2018-03,15  -  19,F,MALAYS,12
2018-03,15  -  19,M,MALAYS,4
2018-03,20  -  24,F,CHINESE,19
2018-03,20  -  24,M,CHINESE,37
2018-03,20  -  24,F,INDIANS,7
2018-03,20  -  24,M,INDIANS,10
2018-03,20  -  24,F,MALAYS,31
2018-03,20  -  24,M,MALAYS,35
2018-03,20  -  24,F,OTHERS,7
2018-03,20  -  24,M,OTHERS,14
2018-03,25  -  29,F,CHINESE,208
2018-03,25  -  29,M,CHINESE,238
2018-03,25  -  29,F,INDIANS,40
2018-03,25  -  29,M,INDIANS,32
2018-03,25  -  29,F,MALAYS,139
2018-03,25  -  29,M,MALAYS,155
2018-03,25  -  29,F,OTHERS,33
2018-03,25  -  29,M,OTHERS,42
2018-03,30  -  34,F,CHINESE,441
2018-03,30  -  34,M,CHINESE,434
2018-03,30  -  34,F,INDIANS,76
2018-03,30  -  34,M,INDIANS,52
2018-03,30  -  34,F,MALAYS,100
2018-03,30  -  34,M,MALAYS,104
2018-03,30  -  34,F,OTHERS,85
2018-03,30  -  34,M,OTHERS,77
2018-03,35  -  39,F,CHINESE,233
2018-03,35  -  39,M,CHINESE,280
2018-03,35  -  39,F,INDIANS,28
2018-03,35  -  39,M,INDIANS,36
2018-03,35  -  39,F,MALAYS,35
2018-03,35  -  39,M,MALAYS,50
2018-03,35  -  39,F,OTHERS,56
2018-03,35  -  39,M,OTHERS,65
2018-03,40  -  44,F,CHINESE,33
2018-03,40  -  44,M,CHINESE,53
2018-03,40  -  44,F,INDIANS,4
2018-03,40  -  44,M,INDIANS,1
2018-03,40  -  44,F,MALAYS,2
2018-03,40  -  44,M,MALAYS,11
2018-03,40  -  44,F,OTHERS,20
2018-03,40  -  44,M,OTHERS,9
2018-03,45  -  49,F,CHINESE,4
2018-03,45  -  49,F,INDIANS,1
2018-03,45  -  49,M,MALAYS,3
2018-03,45  -  49,F,OTHERS,1
2018-04,15  -  19,F,CHINESE,3
2018-04,15  -  19,M,CHINESE,3
2018-04,15  -  19,M,INDIANS,2
2018-04,15  -  19,F,MALAYS,6
2018-04,15  -  19,M,MALAYS,12
2018-04,15  -  19,M,OTHERS,1
2018-04,20  -  24,F,CHINESE,34
2018-04,20  -  24,M,CHINESE,28
2018-04,20  -  24,F,INDIANS,8
2018-04,20  -  24,M,INDIANS,8
2018-04,20  -  24,F,MALAYS,28
2018-04,20  -  24,M,MALAYS,35
2018-04,20  -  24,F,OTHERS,3
2018-04,20  -  24,M,OTHERS,6
2018-04,25  -  29,F,CHINESE,167
2018-04,25  -  29,M,CHINESE,182
2018-04,25  -  29,F,INDIANS,36
2018-04,25  -  29,M,INDIANS,42
2018-04,25  -  29,F,MALAYS,105
2018-04,25  -  29,M,MALAYS,142
2018-04,25  -  29,F,OTHERS,32
2018-04,25  -  29,M,OTHERS,35
2018-04,30  -  34,F,CHINESE,412
2018-04,30  -  34,M,CHINESE,414
2018-04,30  -  34,F,INDIANS,68
2018-04,30  -  34,M,INDIANS,90
2018-04,30  -  34,F,MALAYS,118
2018-04,30  -  34,M,MALAYS,105
2018-04,30  -  34,F,OTHERS,79
2018-04,30  -  34,M,OTHERS,80
2018-04,35  -  39,F,CHINESE,231
2018-04,35  -  39,M,CHINESE,218
2018-04,35  -  39,F,INDIANS,25
2018-04,35  -  39,M,INDIANS,32
2018-04,35  -  39,F,MALAYS,49
2018-04,35  -  39,M,MALAYS,46
2018-04,35  -  39,F,OTHERS,56
2018-04,35  -  39,M,OTHERS,40
2018-04,40  -  44,F,CHINESE,37
2018-04,40  -  44,M,CHINESE,37
2018-04,40  -  44,F,INDIANS,4
2018-04,40  -  44,M,INDIANS,4
2018-04,40  -  44,F,MALAYS,7
2018-04,40  -  44,M,MALAYS,12
2018-04,40  -  44,F,OTHERS,11
2018-04,40  -  44,M,OTHERS,9
2018-04,45  -  49,F,CHINESE,1
2018-04,45  -  49,M,CHINESE,3
2018-04,45  -  49,M,INDIANS,1
2018-04,45  -  49,F,MALAYS,1
2018-04,45  -  49,F,OTHERS,1
2018-04,Under 15,M,CHINESE,1
2018-05,15  -  19,F,CHINESE,6
2018-05,15  -  19,M,CHINESE,5
2018-05,15  -  19,F,INDIANS,3
2018-05,15  -  19,F,MALAYS,3
2018-05,15  -  19,M,MALAYS,7
2018-05,20  -  24,F,CHINESE,23
2018-05,20  -  24,M,CHINESE,33
2018-05,20  -  24,F,INDIANS,8
2018-05,20  -  24,M,INDIANS,13
2018-05,20  -  24,F,MALAYS,30
2018-05,20  -  24,M,MALAYS,33
2018-05,20  -  24,F,OTHERS,7
2018-05,20  -  24,M,OTHERS,14
2018-05,25  -  29,F,CHINESE,181
2018-05,25  -  29,M,CHINESE,197
2018-05,25  -  29,F,INDIANS,36
2018-05,25  -  29,M,INDIANS,42
2018-05,25  -  29,F,MALAYS,123
2018-05,25  -  29,M,MALAYS,117
2018-05,25  -  29,F,OTHERS,32
2018-05,25  -  29,M,OTHERS,41
2018-05,30  -  34,F,CHINESE,384
2018-05,30  -  34,M,CHINESE,409
2018-05,30  -  34,F,INDIANS,65
2018-05,30  -  34,M,INDIANS,54
2018-05,30  -  34,F,MALAYS,111
2018-05,30  -  34,M,MALAYS,120
2018-05,30  -  34,F,OTHERS,86
2018-05,30  -  34,M,OTHERS,81
2018-05,35  -  39,F,CHINESE,234
2018-05,35  -  39,M,CHINESE,240
2018-05,35  -  39,F,INDIANS,41
2018-05,35  -  39,M,INDIANS,40
2018-05,35  -  39,F,MALAYS,54
2018-05,35  -  39,M,MALAYS,49
2018-05,35  -  39,F,OTHERS,64
2018-05,35  -  39,M,OTHERS,69
2018-05,40  -  44,F,CHINESE,41
2018-05,40  -  44,M,CHINESE,47
2018-05,40  -  44,F,INDIANS,6
2018-05,40  -  44,M,INDIANS,2
2018-05,40  -  44,F,MALAYS,9
2018-05,40  -  44,M,MALAYS,9
2018-05,40  -  44,F,OTHERS,12
2018-05,40  -  44,M,OTHERS,12
2018-05,45  -  49,F,CHINESE,2
2018-05,45  -  49,M,CHINESE,1
2018-05,45  -  49,F,MALAYS,1
2018-05,45  -  49,M,MALAYS,1
2018-05,45  -  49,F,OTHERS,1
2018-05,50  -  54,M,CHINESE,1
2018-06,15  -  19,F,CHINESE,4
2018-06,15  -  19,M,CHINESE,5
2018-06,15  -  19,F,INDIANS,1
2018-06,15  -  19,M,INDIANS,1
2018-06,15  -  19,F,MALAYS,8
2018-06,15  -  19,M,MALAYS,10
2018-06,15  -  19,M,OTHERS,1
2018-06,20  -  24,F,CHINESE,28
2018-06,20  -  24,M,CHINESE,31
2018-06,20  -  24,F,INDIANS,8
2018-06,20  -  24,M,INDIANS,14
2018-06,20  -  24,F,MALAYS,34
2018-06,20  -  24,M,MALAYS,21
2018-06,20  -  24,F,OTHERS,6
2018-06,20  -  24,M,OTHERS,6
2018-06,25  -  29,F,CHINESE,159
2018-06,25  -  29,M,CHINESE,172
2018-06,25  -  29,F,INDIANS,32
2018-06,25  -  29,M,INDIANS,37
2018-06,25  -  29,F,MALAYS,120
2018-06,25  -  29,M,MALAYS,117
2018-06,25  -  29,F,OTHERS,28
2018-06,25  -  29,M,OTHERS,30
2018-06,30  -  34,F,CHINESE,372
2018-06,30  -  34,M,CHINESE,407
2018-06,30  -  34,F,INDIANS,53
2018-06,30  -  34,M,INDIANS,70
2018-06,30  -  34,F,MALAYS,123
2018-06,30  -  34,M,MALAYS,116
2018-06,30  -  34,F,OTHERS,105
2018-06,30  -  34,M,OTHERS,93
2018-06,35  -  39,F,CHINESE,242
2018-06,35  -  39,M,CHINESE,241
2018-06,35  -  39,F,INDIANS,22
2018-06,35  -  39,M,INDIANS,36
2018-06,35  -  39,F,MALAYS,39
2018-06,35  -  39,M,MALAYS,47
2018-06,35  -  39,F,OTHERS,62
2018-06,35  -  39,M,OTHERS,68
2018-06,40  -  44,F,CHINESE,49
2018-06,40  -  44,M,CHINESE,42
2018-06,40  -  44,F,INDIANS,9
2018-06,40  -  44,M,INDIANS,2
2018-06,40  -  44,F,MALAYS,9
2018-06,40  -  44,M,MALAYS,9
2018-06,40  -  44,F,OTHERS,9
2018-06,40  -  44,M,OTHERS,14
2018-06,45  -  49,F,CHINESE,1
2018-06,45  -  49,M,CHINESE,1
2018-06,45  -  49,F,INDIANS,1
2018-06,45  -  49,M,INDIANS,1
2018-06,45  -  49,M,MALAYS,1
2018-07,15  -  19,F,CHINESE,5
2018-07,15  -  19,M,CHINESE,1
2018-07,15  -  19,M,INDIANS,1
2018-07,15  -  19,F,MALAYS,9
2018-07,15  -  19,M,MALAYS,5
2018-07,15  -  19,F,OTHERS,1
2018-07,15  -  19,M,OTHERS,1
2018-07,20  -  24,F,CHINESE,24
2018-07,20  -  24,M,CHINESE,19
2018-07,20  -  24,F,INDIANS,9
2018-07,20  -  24,M,INDIANS,8
2018-07,20  -  24,F,MALAYS,27
2018-07,20  -  24,M,MALAYS,45
2018-07,20  -  24,F,OTHERS,10
2018-07,20  -  24,M,OTHERS,11
2018-07,25  -  29,F,CHINESE,189
2018-07,25  -  29,M,CHINESE,182
2018-07,25  -  29,F,INDIANS,48
2018-07,25  -  29,M,INDIANS,45
2018-07,25  -  29,F,MALAYS,134
2018-07,25  -  29,M,MALAYS,119
2018-07,25  -  29,F,OTHERS,47
2018-07,25  -  29,M,OTHERS,34
2018-07,30  -  34,F,CHINESE,381
2018-07,30  -  34,M,CHINESE,427
2018-07,30  -  34,F,INDIANS,65
2018-07,30  -  34,M,INDIANS,67
2018-07,30  -  34,F,MALAYS,100
2018-07,30  -  34,M,MALAYS,107
2018-07,30  -  34,F,OTHERS,64
2018-07,30  -  34,M,OTHERS,78
2018-07,35  -  39,F,CHINESE,229
2018-07,35  -  39,M,CHINESE,268
2018-07,35  -  39,F,INDIANS,39
2018-07,35  -  39,M,INDIANS,36
2018-07,35  -  39,F,MALAYS,36
2018-07,35  -  39,M,MALAYS,46
2018-07,35  -  39,F,OTHERS,52
2018-07,35  -  39,M,OTHERS,50
2018-07,40  -  44,F,CHINESE,46
2018-07,40  -  44,M,CHINESE,47
2018-07,40  -  44,F,INDIANS,8
2018-07,40  -  44,M,INDIANS,4
2018-07,40  -  44,F,MALAYS,9
2018-07,40  -  44,M,MALAYS,8
2018-07,40  -  44,F,OTHERS,9
2018-07,40  -  44,M,OTHERS,13
2018-07,45  -  49,F,CHINESE,2
2018-07,45  -  49,M,CHINESE,4
2018-07,45  -  49,F,INDIANS,2
2018-07,45  -  49,F,OTHERS,1
2018-08,15  -  19,F,CHINESE,2
2018-08,15  -  19,M,CHINESE,6
2018-08,15  -  19,M,INDIANS,2
2018-08,15  -  19,F,MALAYS,8
2018-08,15  -  19,M,MALAYS,3
2018-08,15  -  19,M,OTHERS,1
2018-08,20  -  24,F,CHINESE,32
2018-08,20  -  24,M,CHINESE,35
2018-08,20  -  24,F,INDIANS,11
2018-08,20  -  24,M,INDIANS,8
2018-08,20  -  24,F,MALAYS,41
2018-08,20  -  24,M,MALAYS,38
2018-08,20  -  24,F,OTHERS,3
2018-08,20  -  24,M,OTHERS,8
2018-08,25  -  29,F,CHINESE,197
2018-08,25  -  29,M,CHINESE,218
2018-08,25  -  29,F,INDIANS,41
2018-08,25  -  29,M,INDIANS,35
2018-08,25  -  29,F,MALAYS,142
2018-08,25  -  29,M,MALAYS,151
2018-08,25  -  29,F,OTHERS,41
2018-08,25  -  29,M,OTHERS,34
2018-08,30  -  34,F,CHINESE,405
2018-08,30  -  34,M,CHINESE,438
2018-08,30  -  34,F,INDIANS,75
2018-08,30  -  34,M,INDIANS,67
2018-08,30  -  34,F,MALAYS,96
2018-08,30  -  34,M,MALAYS,98
2018-08,30  -  34,F,OTHERS,70
2018-08,30  -  34,M,OTHERS,80
2018-08,35  -  39,F,CHINESE,242
2018-08,35  -  39,M,CHINESE,269
2018-08,35  -  39,F,INDIANS,30
2018-08,35  -  39,M,INDIANS,30
2018-08,35  -  39,F,MALAYS,37
2018-08,35  -  39,M,MALAYS,39
2018-08,35  -  39,F,OTHERS,47
2018-08,35  -  39,M,OTHERS,72
2018-08,40  -  44,F,CHINESE,38
2018-08,40  -  44,M,CHINESE,40
2018-08,40  -  44,F,INDIANS,5
2018-08,40  -  44,M,INDIANS,5
2018-08,40  -  44,F,MALAYS,6
2018-08,40  -  44,M,MALAYS,3
2018-08,40  -  44,F,OTHERS,10
2018-08,40  -  44,M,OTHERS,18
2018-08,45  -  49,F,CHINESE,1
2018-08,45  -  49,F,MALAYS,1
2018-09,15  -  19,F,CHINESE,2
2018-09,15  -  19,M,CHINESE,3
2018-09,15  -  19,F,INDIANS,2
2018-09,15  -  19,F,MALAYS,7
2018-09,15  -  19,M,MALAYS,10
2018-09,20  -  24,F,CHINESE,23
2018-09,20  -  24,M,CHINESE,33
2018-09,20  -  24,F,INDIANS,14
2018-09,20  -  24,M,INDIANS,11
2018-09,20  -  24,F,MALAYS,43
2018-09,20  -  24,M,MALAYS,45
2018-09,20  -  24,F,OTHERS,5
2018-09,20  -  24,M,OTHERS,12
2018-09,25  -  29,F,CHINESE,204
2018-09,25  -  29,M,CHINESE,219
2018-09,25  -  29,F,INDIANS,36
2018-09,25  -  29,M,INDIANS,42
2018-09,25  -  29,F,MALAYS,141
2018-09,25  -  29,M,MALAYS,143
2018-09,25  -  29,F,OTHERS,36
2018-09,25  -  29,M,OTHERS,50
2018-09,30  -  34,F,CHINESE,396
2018-09,30  -  34,M,CHINESE,420
2018-09,30  -  34,F,INDIANS,62
2018-09,30  -  34,M,INDIANS,62
2018-09,30  -  34,F,MALAYS,107
2018-09,30  -  34,M,MALAYS,128
2018-09,30  -  34,F,OTHERS,80
2018-09,30  -  34,M,OTHERS,110
2018-09,35  -  39,F,CHINESE,269
2018-09,35  -  39,M,CHINESE,239
2018-09,35  -  39,F,INDIANS,29
2018-09,35  -  39,M,INDIANS,30
2018-09,35  -  39,F,MALAYS,57
2018-09,35  -  39,M,MALAYS,46
2018-09,35  -  39,F,OTHERS,69
2018-09,35  -  39,M,OTHERS,73
2018-09,40  -  44,F,CHINESE,38
2018-09,40  -  44,M,CHINESE,42
2018-09,40  -  44,F,INDIANS,6
2018-09,40  -  44,M,INDIANS,3
2018-09,40  -  44,F,MALAYS,6
2018-09,40  -  44,M,MALAYS,7
2018-09,40  -  44,F,OTHERS,10
2018-09,40  -  44,M,OTHERS,11
2018-09,45  -  49,F,CHINESE,3
2018-09,45  -  49,M,CHINESE,2
2018-09,45  -  49,M,MALAYS,1
2018-09,50  -  54,M,CHINESE,1
2018-09,50  -  54,M,INDIANS,1
2018-09,50  -  54,M,OTHERS,1
2018-10,15  -  19,F,CHINESE,4
2018-10,15  -  19,M,CHINESE,1
2018-10,15  -  19,M,INDIANS,3
2018-10,15  -  19,F,MALAYS,9
2018-10,15  -  19,M,MALAYS,8
2018-10,15  -  19,F,OTHERS,1
2018-10,20  -  24,F,CHINESE,25
2018-10,20  -  24,M,CHINESE,24
2018-10,20  -  24,F,INDIANS,5
2018-10,20  -  24,M,INDIANS,7
2018-10,20  -  24,F,MALAYS,37
2018-10,20  -  24,M,MALAYS,45
2018-10,20  -  24,F,OTHERS,7
2018-10,20  -  24,M,OTHERS,9
2018-10,25  -  29,F,CHINESE,209
2018-10,25  -  29,M,CHINESE,208
2018-10,25  -  29,F,INDIANS,39
2018-10,25  -  29,M,INDIANS,51
2018-10,25  -  29,F,MALAYS,140
2018-10,25  -  29,M,MALAYS,154
2018-10,25  -  29,F,OTHERS,34
2018-10,25  -  29,M,OTHERS,51
2018-10,30  -  34,F,CHINESE,446
2018-10,30  -  34,M,CHINESE,472
2018-10,30  -  34,F,INDIANS,70
2018-10,30  -  34,M,INDIANS,92
2018-10,30  -  34,F,MALAYS,120
2018-10,30  -  34,M,MALAYS,113
2018-10,30  -  34,F,OTHERS,71
2018-10,30  -  34,M,OTHERS,92
2018-10,35  -  39,F,CHINESE,249
2018-10,35  -  39,M,CHINESE,258
2018-10,35  -  39,F,INDIANS,40
2018-10,35  -  39,M,INDIANS,40
2018-10,35  -  39,F,MALAYS,39
2018-10,35  -  39,M,MALAYS,44
2018-10,35  -  39,F,OTHERS,61
2018-10,35  -  39,M,OTHERS,56
2018-10,40  -  44,F,CHINESE,52
2018-10,40  -  44,M,CHINESE,51
2018-10,40  -  44,F,INDIANS,6
2018-10,40  -  44,M,INDIANS,9
2018-10,40  -  44,F,MALAYS,11
2018-10,40  -  44,M,MALAYS,13
2018-10,40  -  44,F,OTHERS,11
2018-10,40  -  44,M,OTHERS,17
2018-10,45  -  49,F,CHINESE,3
2018-10,45  -  49,M,CHINESE,2
2018-10,45  -  49,F,MALAYS,1
2018-10,45  -  49,F,OTHERS,2
2018-10,Under 15,M,MALAYS,1
2018-11,15  -  19,F,CHINESE,5
2018-11,15  -  19,M,CHINESE,3
2018-11,15  -  19,M,INDIANS,3
2018-11,15  -  19,F,MALAYS,7
2018-11,15  -  19,M,MALAYS,4
2018-11,15  -  19,F,OTHERS,1
2018-11,20  -  24,F,CHINESE,19
2018-11,20  -  24,M,CHINESE,21
2018-11,20  -  24,F,INDIANS,12
2018-11,20  -  24,M,INDIANS,10
2018-11,20  -  24,F,MALAYS,29
2018-11,20  -  24,M,MALAYS,34
2018-11,20  -  24,F,OTHERS,11
2018-11,20  -  24,M,OTHERS,12
2018-11,25  -  29,F,CHINESE,199
2018-11,25  -  29,M,CHINESE,213
2018-11,25  -  29,F,INDIANS,44
2018-11,25  -  29,M,INDIANS,29
2018-11,25  -  29,F,MALAYS,120
2018-11,25  -  29,M,MALAYS,127
2018-11,25  -  29,F,OTHERS,34
2018-11,25  -  29,M,OTHERS,37
2018-11,30  -  34,F,CHINESE,437
2018-11,30  -  34,M,CHINESE,441
2018-11,30  -  34,F,INDIANS,73
2018-11,30  -  34,M,INDIANS,87
2018-11,30  -  34,F,MALAYS,114
2018-11,30  -  34,M,MALAYS,116
2018-11,30  -  34,F,OTHERS,77
2018-11,30  -  34,M,OTHERS,87
2018-11,35  -  39,F,CHINESE,244
2018-11,35  -  39,M,CHINESE,271
2018-11,35  -  39,F,INDIANS,38
2018-11,35  -  39,M,INDIANS,42
2018-11,35  -  39,F,MALAYS,50
2018-11,35  -  39,M,MALAYS,41
2018-11,35  -  39,F,OTHERS,59
2018-11,35  -  39,M,OTHERS,61
2018-11,40  -  44,F,CHINESE,55
2018-11,40  -  44,M,CHINESE,57
2018-11,40  -  44,F,INDIANS,4
2018-11,40  -  44,M,INDIANS,4
2018-11,40  -  44,F,MALAYS,8
2018-11,40  -  44,M,MALAYS,6
2018-11,40  -  44,F,OTHERS,6
2018-11,40  -  44,M,OTHERS,10
2018-11,45  -  49,F,CHINESE,1
2018-11,45  -  49,M,CHINESE,4
2018-11,45  -  49,F,OTHERS,2
2018-11,50  -  54,F,INDIANS,1
2018-11,50  -  54,M,INDIANS,1
2018-11,Under 15,M,CHINESE,1
2018-12,15  -  19,F,CHINESE,3
2018-12,15  -  19,M,CHINESE,5
2018-12,15  -  19,F,MALAYS,5
2018-12,15  -  19,M,MALAYS,9
2018-12,20  -  24,F,CHINESE,25
2018-12,20  -  24,M,CHINESE,29
2018-12,20  -  24,F,INDIANS,6
2018-12,20  -  24,M,INDIANS,10
2018-12,20  -  24,F,MALAYS,33
2018-12,20  -  24,M,MALAYS,27
2018-12,20  -  24,F,OTHERS,4
2018-12,20  -  24,M,OTHERS,8
2018-12,25  -  29,F,CHINESE,175
2018-12,25  -  29,M,CHINESE,203
2018-12,25  -  29,F,INDIANS,49
2018-12,25  -  29,M,INDIANS,57
2018-12,25  -  29,F,MALAYS,114
2018-12,25  -  29,M,MALAYS,139
2018-12,25  -  29,F,OTHERS,52
2018-12,25  -  29,M,OTHERS,34
2018-12,30  -  34,F,CHINESE,421
2018-12,30  -  34,M,CHINESE,413
2018-12,30  -  34,F,INDIANS,63
2018-12,30  -  34,M,INDIANS,69
2018-12,30  -  34,F,MALAYS,106
2018-12,30  -  34,M,MALAYS,127
2018-12,30  -  34,F,OTHERS,57
2018-12,30  -  34,M,OTHERS,91
2018-12,35  -  39,F,CHINESE,245
2018-12,35  -  39,M,CHINESE,262
2018-12,35  -  39,F,INDIANS,25
2018-12,35  -  39,M,INDIANS,40
2018-12,35  -  39,F,MALAYS,54
2018-12,35  -  39,M,MALAYS,40
2018-12,35  -  39,F,OTHERS,72
2018-12,35  -  39,M,OTHERS,80
2018-12,40  -  44,F,CHINESE,36
2018-12,40  -  44,M,CHINESE,41
2018-12,40  -  44,F,INDIANS,4
2018-12,40  -  44,M,INDIANS,4
2018-12,40  -  44,F,MALAYS,5
2018-12,40  -  44,M,MALAYS,8
2018-12,40  -  44,F,OTHERS,10
2018-12,40  -  44,M,OTHERS,18
2018-12,45  -  49,F,CHINESE,3
2018-12,45  -  49,M,CHINESE,2
2018-12,45  -  49,M,MALAYS,1
2018-12,45  -  49,M,OTHERS,2
2018-12,Under 15,M,CHINESE,1
